,sentiment
2426,negative
2427,negative
2428,negative
2429,neutral
2430,negative
2431,negative
2432,neutral
2433,neutral
2434,negative
2435,neutral
2436,negative
2437,neutral
2438,negative
2439,positive
2440,positive
2441,negative
2442,negative
2443,negative
2444,positive
2445,neutral
2446,negative
2447,positive
2448,neutral
2449,neutral
2450,negative
2451,negative
2452,negative
2453,negative
2454,negative
2455,negative
2456,positive
2457,negative
2458,negative
2459,negative
2460,negative
2461,negative
2462,negative
2463,negative
2464,negative
2465,negative
2466,negative
2467,negative
2468,neutral
2469,negative
2470,negative
2471,negative
2472,negative
2473,neutral
2474,negative
2475,neutral
2476,negative
2477,negative
2478,negative
2479,neutral
2480,negative
2481,negative
2482,negative
2483,negative
2484,negative
2485,negative
2486,negative
2487,neutral
2488,negative
2489,negative
2490,positive
2491,negative
2492,positive
2493,negative
2494,negative
2495,neutral
2496,negative
2497,negative
2498,negative
2499,negative
2500,negative
2501,negative
2502,negative
2503,positive
2504,neutral
2505,negative
2506,neutral
2507,negative
2508,positive
2509,neutral
2510,negative
2511,neutral
2512,neutral
2513,negative
2514,negative
2515,negative
2516,negative
2517,negative
2518,negative
2519,neutral
2520,negative
2521,negative
2522,negative
2523,negative
2524,negative
2525,negative
2526,negative
2527,negative
2528,negative
2529,negative
2530,negative
2531,negative
2532,negative
2533,negative
2534,positive
2535,positive
2536,neutral
2537,negative
2538,negative
2539,negative
2540,negative
2541,neutral
2542,negative
2543,positive
2544,negative
2545,negative
2546,negative
2547,negative
2548,neutral
2549,negative
2550,neutral
2551,negative
2552,negative
2553,positive
2554,negative
2555,negative
2556,negative
2557,neutral
2558,neutral
2559,negative
2560,neutral
2561,negative
2562,neutral
2563,negative
2564,negative
2565,neutral
2566,negative
2567,neutral
2568,positive
2569,negative
2570,negative
2571,positive
2572,negative
2573,negative
2574,negative
2575,neutral
2576,negative
2577,negative
2578,neutral
2579,negative
2580,neutral
2581,neutral
2582,negative
2583,negative
2584,negative
2585,negative
2586,neutral
2587,negative
2588,negative
2589,positive
2590,negative
2591,positive
2592,negative
2593,negative
2594,negative
2595,negative
2596,negative
2597,neutral
2598,neutral
2599,negative
2600,negative
2601,negative
2602,positive
2603,negative
2604,negative
2605,negative
2606,neutral
2607,negative
2608,negative
2609,neutral
2610,negative
2611,negative
2612,negative
2613,neutral
2614,negative
2615,negative
2616,negative
2617,positive
2618,positive
2619,negative
2620,neutral
2621,positive
2622,neutral
2623,negative
2624,negative
2625,positive
2626,negative
2627,negative
2628,negative
2629,negative
2630,negative
2631,neutral
2632,negative
2633,negative
2634,neutral
2635,neutral
2636,negative
2637,negative
2638,neutral
2639,negative
2640,negative
2641,negative
2642,negative
2643,positive
2644,negative
2645,negative
2646,negative
2647,negative
2648,negative
2649,negative
2650,negative
2651,negative
2652,negative
2653,negative
2654,negative
2655,negative
2656,negative
2657,negative
2658,negative
2659,negative
2660,negative
2661,negative
2662,negative
2663,positive
2664,negative
2665,negative
2666,negative
2667,negative
2668,negative
2669,neutral
2670,negative
2671,neutral
2672,neutral
2673,negative
2674,negative
2675,positive
2676,positive
2677,negative
2678,negative
2679,neutral
2680,negative
2681,neutral
2682,negative
2683,negative
2684,neutral
2685,neutral
2686,negative
2687,neutral
2688,neutral
2689,neutral
2690,neutral
2691,negative
2692,negative
2693,positive
2694,negative
2695,negative
2696,negative
2697,neutral
2698,positive
2699,neutral
2700,negative
2701,neutral
2702,negative
2703,positive
2704,negative
2705,neutral
2706,negative
2707,negative
2708,negative
2709,negative
2710,neutral
2711,neutral
2712,negative
2713,negative
2714,negative
2715,negative
2716,negative
2717,negative
2718,negative
2719,negative
2720,negative
2721,negative
2722,negative
2723,positive
2724,negative
2725,negative
2726,negative
2727,neutral
2728,negative
2729,negative
2730,neutral
2731,negative
2732,neutral
2733,negative
2734,negative
2735,negative
2736,negative
2737,negative
2738,negative
2739,negative
2740,negative
2741,neutral
2742,neutral
2743,neutral
2744,negative
2745,neutral
2746,negative
2747,negative
2748,negative
2749,negative
2750,negative
2751,neutral
2752,negative
2753,negative
2754,positive
2755,positive
2756,neutral
2757,negative
2758,negative
2759,negative
2760,negative
2761,negative
2762,negative
2763,positive
2764,negative
2765,negative
2766,negative
2767,neutral
2768,negative
2769,negative
2770,neutral
2771,neutral
2772,neutral
2773,negative
2774,negative
2775,negative
2776,negative
2777,neutral
2778,negative
2779,negative
2780,negative
2781,negative
2782,negative
2783,neutral
2784,neutral
2785,negative
2786,positive
2787,neutral
2788,neutral
2789,negative
2790,neutral
2791,negative
2792,negative
2793,positive
2794,negative
2795,neutral
2796,negative
2797,negative
2798,neutral
2799,neutral
2800,negative
2801,negative
2802,negative
2803,negative
2804,negative
2805,neutral
2806,negative
2807,positive
2808,neutral
2809,positive
2810,negative
2811,positive
2812,positive
2813,neutral
2814,negative
2815,negative
2816,positive
2817,negative
2818,neutral
2819,negative
2820,negative
2821,negative
2822,negative
2823,negative
2824,negative
2825,negative
2826,negative
2827,negative
2828,positive
2829,positive
2830,negative
2831,neutral
2832,negative
2833,negative
2834,negative
2835,neutral
2836,negative
2837,negative
2838,neutral
2839,negative
2840,negative
2841,neutral
2842,negative
2843,neutral
2844,positive
2845,negative
2846,neutral
2847,negative
2848,negative
2849,neutral
2850,negative
2851,neutral
2852,negative
2853,neutral
2854,negative
2855,negative
2856,positive
2857,neutral
2858,negative
2859,negative
2860,negative
2861,negative
2862,neutral
2863,negative
2864,positive
2865,neutral
2866,negative
2867,neutral
2868,negative
2869,negative
2870,negative
2871,negative
2872,negative
2873,negative
2874,negative
2875,negative
2876,negative
2877,neutral
2878,neutral
2879,negative
2880,neutral
2881,neutral
2882,negative
2883,negative
2884,negative
2885,positive
2886,negative
2887,negative
2888,neutral
2889,negative
2890,neutral
2891,negative
2892,negative
2893,negative
2894,neutral
2895,negative
2896,negative
2897,neutral
2898,negative
2899,negative
2900,negative
2901,neutral
2902,negative
2903,neutral
2904,neutral
2905,negative
2906,negative
2907,negative
2908,negative
2909,negative
2910,negative
2911,negative
2912,neutral
2913,neutral
2914,negative
2915,negative
2916,negative
2917,negative
2918,negative
2919,neutral
2920,negative
2921,negative
2922,neutral
2923,positive
2924,neutral
2925,neutral
2926,negative
2927,negative
2928,negative
2929,negative
2930,neutral
2931,negative
2932,neutral
2933,neutral
2934,positive
2935,neutral
2936,negative
2937,positive
2938,positive
2939,neutral
2940,negative
2941,neutral
2942,neutral
2943,neutral
2944,neutral
2945,neutral
2946,neutral
2947,neutral
2948,negative
2949,negative
2950,negative
2951,neutral
2952,negative
2953,negative
2954,negative
2955,negative
2956,negative
2957,positive
2958,negative
2959,neutral
2960,negative
2961,negative
2962,negative
2963,negative
2964,negative
2965,positive
2966,negative
2967,negative
2968,negative
2969,positive
2970,neutral
2971,negative
2972,negative
2973,negative
2974,negative
2975,negative
2976,negative
2977,positive
2978,negative
2979,positive
2980,negative
2981,neutral
2982,negative
2983,neutral
2984,negative
2985,positive
2986,neutral
2987,negative
2988,negative
2989,negative
2990,positive
2991,positive
2992,neutral
2993,negative
2994,negative
2995,negative
2996,neutral
2997,positive
2998,negative
2999,negative
3000,neutral
3001,neutral
3002,negative
3003,neutral
3004,negative
3005,negative
3006,positive
3007,neutral
3008,positive
3009,positive
3010,negative
3011,neutral
3012,negative
3013,negative
3014,negative
3015,negative
3016,positive
3017,positive
3018,negative
3019,positive
3020,negative
3021,negative
3022,negative
3023,positive
3024,negative
3025,negative
3026,negative
3027,negative
3028,positive
3029,negative
3030,positive
3031,negative
3032,negative
3033,positive
3034,negative
3035,negative
3036,negative
3037,neutral
3038,negative
3039,neutral
3040,neutral
3041,positive
3042,negative
3043,negative
3044,neutral
3045,negative
3046,positive
3047,neutral
3048,neutral
3049,negative
3050,negative
3051,negative
3052,neutral
3053,negative
3054,negative
3055,negative
3056,positive
3057,negative
3058,neutral
3059,negative
3060,negative
3061,negative
3062,neutral
3063,negative
3064,negative
3065,positive
3066,negative
3067,positive
3068,neutral
3069,neutral
3070,positive
3071,negative
3072,negative
3073,negative
3074,neutral
3075,negative
3076,negative
3077,negative
3078,negative
3079,neutral
3080,neutral
3081,neutral
3082,positive
3083,negative
3084,neutral
3085,positive
3086,negative
3087,negative
3088,neutral
3089,negative
3090,negative
3091,negative
3092,negative
3093,negative
3094,negative
3095,negative
3096,neutral
3097,negative
3098,negative
3099,neutral
3100,negative
3101,neutral
3102,neutral
3103,negative
3104,negative
3105,neutral
3106,neutral
3107,negative
3108,positive
3109,neutral
3110,negative
3111,negative
3112,positive
3113,positive
3114,neutral
3115,negative
3116,negative
3117,positive
3118,negative
3119,neutral
3120,negative
3121,neutral
3122,negative
3123,negative
3124,negative
3125,negative
3126,negative
3127,negative
3128,neutral
3129,negative
3130,negative
3131,negative
3132,negative
3133,negative
3134,negative
3135,positive
3136,negative
3137,negative
3138,negative
3139,positive
3140,neutral
3141,negative
3142,neutral
3143,neutral
3144,negative
3145,negative
3146,negative
3147,positive
3148,negative
3149,positive
3150,positive
3151,neutral
3152,neutral
3153,neutral
3154,negative
3155,neutral
3156,neutral
3157,negative
3158,negative
3159,neutral
3160,negative
3161,negative
3162,negative
3163,neutral
3164,negative
3165,negative
3166,negative
3167,negative
3168,negative
3169,negative
3170,negative
3171,negative
3172,negative
3173,positive
3174,neutral
3175,negative
3176,negative
3177,negative
3178,negative
3179,neutral
3180,negative
3181,negative
3182,negative
3183,negative
3184,negative
3185,negative
3186,negative
3187,negative
3188,neutral
3189,negative
3190,negative
3191,negative
3192,positive
3193,negative
3194,positive
3195,negative
3196,positive
3197,negative
3198,negative
3199,neutral
3200,positive
3201,negative
3202,negative
3203,positive
3204,neutral
3205,neutral
3206,negative
3207,negative
3208,neutral
3209,neutral
3210,negative
3211,negative
3212,negative
3213,negative
3214,negative
3215,positive
3216,neutral
3217,negative
3218,neutral
3219,positive
3220,negative
3221,negative
3222,negative
3223,negative
3224,positive
3225,negative
3226,neutral
3227,negative
3228,negative
3229,positive
3230,negative
3231,neutral
3232,negative
3233,negative
3234,negative
3235,negative
3236,neutral
3237,negative
3238,negative
3239,negative
3240,neutral
3241,negative
3242,neutral
3243,negative
3244,negative
3245,negative
3246,neutral
3247,negative
3248,negative
3249,positive
3250,negative
3251,negative
3252,negative
3253,negative
3254,negative
3255,negative
3256,negative
3257,neutral
3258,negative
3259,neutral
3260,negative
3261,negative
3262,neutral
3263,neutral
3264,negative
3265,positive
3266,neutral
3267,positive
3268,neutral
3269,negative
3270,negative
3271,positive
3272,negative
3273,neutral
3274,negative
3275,negative
3276,negative
3277,negative
3278,positive
3279,negative
3280,negative
3281,negative
3282,negative
3283,negative
3284,neutral
3285,negative
3286,negative
3287,neutral
3288,negative
3289,neutral
3290,negative
3291,negative
3292,neutral
3293,neutral
3294,negative
3295,neutral
3296,negative
3297,neutral
3298,neutral
3299,positive
3300,neutral
3301,neutral
3302,negative
3303,negative
3304,negative
3305,negative
3306,neutral
3307,neutral
3308,negative
3309,negative
3310,negative
3311,positive
3312,neutral
3313,negative
3314,neutral
3315,negative
3316,negative
3317,negative
3318,positive
3319,neutral
3320,positive
3321,neutral
3322,neutral
3323,negative
3324,negative
3325,positive
3326,neutral
3327,neutral
3328,positive
3329,neutral
3330,negative
3331,neutral
3332,neutral
3333,negative
3334,negative
3335,neutral
3336,neutral
3337,neutral
3338,neutral
3339,neutral
